STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-10-12,4.7,,0,0,0,47,71,31,260,250,21,25.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-10-13,4.92,,0,0,0,56,71,46,320,310,17,23,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-10-14,4.25,,0,0,0,54,71,39,360,10,15,21,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-10-15,5.14,,0,0,0,51,69,30,120,120,19.9,21.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-10-16,1.12,,0,0,0,47,69,30,360,10,10.1,12.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-10-17,1.57,,0,0,0,47,70,30,110,250,6,8.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-10-18,3.36,,0,0,0,50,67,38,310,310,14.1,17,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-10-19,2.01,,0.19,0,0,47,50,38,20,350,6.9,8.9,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-10-20,2.24,,0.01,0,0,50,60,38,10,360,10.1,13,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-10-21,1.34,,0,0,0,42,55,30,300,,6.9,,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-10-22,1.34,,0,0,0,40,54,28,50,50,6.9,6.9,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-10-23,2.01,,0,0,0,40,53,27,360,340,6.9,6.9,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-10-24,2.01,,0,0,0,36,50,26,110,120,10.1,12.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-10-25,3.36,,0,0,0,42,52,31,310,320,12.1,14.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-10-26,1.34,,0.01,0,0,39,45,31,120,120,8.9,8.9,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-10-27,2.24,,0.01,0,0,42,53,31,350,340,8.1,14.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-10-28,1.12,,0,0,0,36,50,21,110,120,6,6,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-10-29,2.68,,0.04,0,0,39,50,32,330,340,14.1,18.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-10-30,5.37,,0,0,0,45,53,39,260,260,16.1,21.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-10-31,7.16,,0.45,0,0,49,57,45,150,150,17,21.9,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-01,11.86,,0.23,0,0,48,56,38,280,270,38.9,48.1,1,,,,1,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-02,3.8,,0.01,0,0,40,47,34,120,120,14.1,15,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-03,6.49,,0.02,0,0,37,40,32,350,350,18.1,23.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-04,5.59,,0,0,0,38,43,33,320,300,15,21,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-05,2.24,,0.09,0.4,0,34,35,28,320,330,8.1,25.9,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-06,2.46,,0,0,0,32,38,30,230,170,6.9,8.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-07,1.79,,0,0,0,34,48,23,300,300,8.9,11,1,1,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-08,2.01,,0,0,0,34,45,27,290,290,8.9,10.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-09,4.03,,0.4,0,0,36,39,30,300,300,12.1,13,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-10,8.28,,0,0,0,36,42,30,300,310,15,21,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-11,3.8,,0,0,0,33,41,28,300,270,25.1,32,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-12,3.13,,0,0,0,31,40,26,230,230,12.1,14.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-13,4.47,,0.01,0,0,37,51,28,180,220,17,23.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-14,4.47,,0,0,0,48,58,34,120,120,14.1,15,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-15,3.58,,0,0,0,37,46,26,250,260,19.9,25.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-16,10.51,,0,0,0,36,40,28,260,280,23,29.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-17,7.61,,0.18,0,0,34,50,29,220,220,25.9,40,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-18,14.76,,0.05,0,0,39,41,28,290,300,47,59.1,1,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-19,4.03,,0.01,0.2,0,31,37,26,180,160,8.9,12.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-20,7.38,,0,0,0,30,35,19,260,260,19.9,23.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-21,2.01,,0,0,0,22,32,15,120,150,8.1,8.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-22,0.45,,0,0,0,23,38,14,240,230,6,6.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-23,0.67,,0,0,0,26,40,19,150,350,4.9,6,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-24,7.61,,0.13,2.2,0,26,31,21,120,120,23,29.1,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-25,11.41,,0,0,2,22,27,4,120,120,23.9,29.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-26,1.12,,0,0,2,8,20,-3,130,130,8.1,8.9,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-27,0.22,,0,0,1.2,5,16,-5,100,260,4.9,4.9,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-28,1.34,,0,0,1.2,5,15,-4,120,130,6.9,6.9,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-29,1.12,,0,0,1.2,6,16,-2,110,310,6,6.9,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-11-30,0.89,,0,0,1.2,5,15,-4,140,130,6,6,1,1,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-01,0,,0,0,1.2,6,20,-3,150,150,6,6,1,1,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-02,0.89,,0,0,1,15,23,5,340,340,6,6.9,1,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-03,2.68,,0,0,1.2,17,27,8,80,50,8.9,10.1,1,1,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-04,2.91,,0.01,0,1.2,28,36,22,100,100,10.1,11,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-05,7.61,,0,0,1.2,32,41,26,130,130,15,21.9,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-06,3.8,,0,0,0,33,44,25,120,190,16.1,21,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-07,3.58,,0.37,0,0,36,44,31,200,190,15,19,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-08,5.82,,0.01,0,0,40,55,34,200,210,15,21,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-09,9.84,,0.04,0,0,49,56,35,270,270,45,53.9,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-10,8.5,,0.1,0.2,0,35,37,30,120,120,23.9,30,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-11,1.57,,0,0,0,31,34,29,330,340,6.9,6.9,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-12,5.37,,0.01,0.2,0,31,36,30,170,170,25.1,32,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-13,10.07,,0,0,0,35,37,32,170,170,25.1,33.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-14,10.74,,0,0,0,33,38,31,310,300,18.1,21,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-15,3.36,,0,0,0,31,33,29,340,340,12.1,15,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-16,4.47,,0.11,1.9,0,28,30,20,310,310,15,19,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-17,4.47,,0.01,0.2,2,20,21,15,130,130,15,19.9,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-18,4.03,,0.28,4.1,3.1,22,28,20,130,130,19.9,23,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-19,2.24,,0.19,2.8,5.9,28,32,25,130,120,8.9,11,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-20,4.47,,0.01,0.2,5.9,26,28,20,120,130,14.1,16.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-21,10.29,,0.02,0.3,5.1,24,33,16,110,100,21,25.9,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-22,2.68,,0.02,0.7,5.1,29,34,18,260,260,13,18.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-23,2.91,,0.02,0.3,5.1,20,28,12,150,150,14.1,16.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-24,5.59,,0,0,5.1,23,30,16,130,130,14.1,16.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-25,1.57,,0.04,0.9,5.1,20,24,13,150,140,6.9,8.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-26,1.57,,0,0.1,5.9,20,26,4,350,340,6.9,8.1,1,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-27,2.24,,0,0,5.1,8,17,0,250,340,6.9,6.9,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-28,0.45,,0.04,0.4,5.1,14,20,10,110,130,4.9,6,1,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-29,0,,0.06,0.9,5.9,16,20,12,120,110,4.9,4.9,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-30,1.12,,0.04,1.1,5.9,18,23,15,20,20,10.1,12.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2015-12-31,2.91,,0,0,7.1,19,21,12,150,270,8.9,11,1,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-01,4.25,,0,0,7.1,16,20,4,150,140,8.9,12.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-02,4.47,,0,0,5.9,8,15,-6,110,120,12.1,14.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-03,0.67,,0,0,5.9,2,13,-6,120,120,6.9,8.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-04,1.34,,0,0,5.9,12,19,7,140,140,8.1,8.1,1,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-05,0.89,,0,0,5.9,20,26,14,120,330,6,6.9,1,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-06,0.45,,0,0,5.9,17,24,10,130,140,6,6,1,1,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-07,4.92,,0,0,5.9,24,31,21,110,120,21.9,25.9,1,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-08,6.04,,0.01,0.2,5.9,26,28,23,110,110,21,23.9,1,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-09,0.89,,0,0,5.9,24,27,21,110,110,6,6.9,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-10,2.24,,0,0,5.9,25,31,14,130,140,8.9,10.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-11,1.57,,0.01,0.1,5.9,15,17,6,130,120,10.1,11,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-12,1.34,,0,0,5.9,17,25,16,240,250,6.9,6.9,1,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-13,1.79,,0.1,0,5.9,26,32,23,210,270,8.9,11,1,,,,,1,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-14,4.92,,0,0,5.1,33,37,20,280,280,25.9,32,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-15,1.79,,0,0,3.9,25,31,19,230,230,6.9,6.9,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-16,1.12,,0.15,2.4,3.9,22,27,16,240,250,6.9,8.1,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-17,1.57,,0,0,7.1,26,32,22,140,140,10.1,12.1,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-18,1.57,,0.08,0,7.1,31,38,29,130,140,13,14.1,1,1,,,,1,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-19,6.04,,0,0,5.1,28,38,20,90,90,19.9,23,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-20,4.03,,0,0,5.1,34,39,30,260,260,16.1,19,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-21,3.8,,0,0,5.1,31,34,23,110,110,10.1,12.1,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-22,2.46,,0,0,5.1,25,33,18,250,360,8.9,10.1,1,1,,,,1,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-23,2.24,,0.02,0.2,5.1,26,31,18,160,160,12.1,12.1,1,1,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-24,4.03,,0.01,0.4,5.1,29,37,25,280,290,15,17,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-25,1.57,,0,0,5.1,31,38,21,160,160,6.9,6.9,,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-26,3.58,,0,0,5.1,28,36,23,130,120,10.1,12.1,,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-27,1.57,,0.01,0,3.9,33,36,32,100,60,8.9,16.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-28,3.13,,0,0,3.9,32,41,28,140,240,10.1,12.1,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-29,5.59,,0.05,0,3.1,36,40,31,270,270,18.1,25.9,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-30,3.36,,0.04,1,3.1,32,35,24,320,310,13,16.1,1,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-01-31,2.01,,0.12,2.3,3.1,28,30,22,100,100,8.9,10.1,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-01,2.24,,0.1,2.7,5.1,27,30,23,140,120,6.9,8.9,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-02,4.25,,0.05,1.8,7.1,25,29,19,150,140,12.1,14.1,1,1,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-03,2.01,,0,0,7.1,20,24,15,290,290,6.9,6.9,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-04,2.68,,0.01,0.1,5.9,24,34,19,250,250,8.1,11,1,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-05,1.57,,0,0,3.9,30,41,22,250,260,8.9,11,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-06,8.5,,0.01,0,3.9,34,44,24,300,320,31.1,36.9,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-07,2.01,,0,0,3.1,30,40,19,330,350,13,16.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-08,0.89,,0,0,3.1,34,44,26,80,80,6.9,8.1,,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-09,0.22,,0,0,3.1,29,41,17,10,340,4.9,6,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-10,1.12,,0,0,2,28,37,18,70,70,6.9,8.1,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-11,1.57,,0.01,0,2,37,52,30,240,260,8.1,10.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-12,2.01,,0.06,0,1.2,39,44,34,240,260,8.1,8.1,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-13,4.7,,0.03,0,0,38,45,32,330,340,19.9,25.9,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-14,4.25,,0.01,0,0,39,47,33,300,320,14.1,19,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-15,6.71,,0.07,0,0,41,52,35,300,300,23,28,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-16,3.36,,0,0,0,44,50,36,280,270,13,17,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-17,1.34,,0,0,0,40,47,33,240,240,12.1,14.1,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-18,6.71,,0.02,0,0,38,48,31,210,270,21.9,27.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-19,3.36,,0.04,0,0,40,51,34,250,250,38,47,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-20,6.93,,0.01,0,0,40,45,30,290,290,29.1,35.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-21,2.01,,0,0,0,32,43,20,350,360,8.1,8.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-22,8.28,,0,0,0,39,46,28,290,280,23,29.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-23,2.68,,0,0,0,31,43,21,150,160,12.1,13,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-24,0.45,,0,0,0,30,47,20,340,340,6,6.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-25,1.12,,0,0,0,34,54,21,300,280,6.9,8.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-26,1.34,,0,0,0,37,55,24,330,320,8.1,10.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-27,3.58,,0.06,0,0,40,49,33,330,330,18.1,25.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-28,5.82,,0,0,0,40,54,31,280,270,29.1,35.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-02-29,7.61,,0,0,0,41,46,29,270,260,23.9,33.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-01,2.24,,0.03,0,0,32,41,23,300,320,23.9,30,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-02,4.92,,0,0,0,37,48,32,320,320,19.9,25.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-03,3.58,,0.01,0,0,37,47,29,320,310,15,21.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-04,3.36,,0,0,0,39,57,24,140,180,10.1,15,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-05,3.36,,0,0,0,41,54,27,130,140,15,17,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-06,6.71,,0.02,0,0,42,48,32,260,260,25.1,31.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-07,3.58,,0.01,0,0,36,50,23,290,290,13,16.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-08,2.68,,0,0,0,40,49,28,310,340,13,16.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-09,3.13,,0,0,0,35,49,26,120,120,14.1,16.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-10,12.3,,0.02,0,0,48,62,35,310,240,36.9,49,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-11,5.37,,0,0,0,38,57,30,110,140,15,21,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-12,6.93,,0.01,0,0,45,60,34,290,280,28,33.1,1,1,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-13,10.51,,0.34,0,0,44,55,34,160,180,30,36.9,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-14,8.5,,0.03,0,0,40,46,33,260,240,25.9,35.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-15,6.71,,0.03,0.6,0,35,44,30,250,260,25.1,33.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-16,3.58,,0.05,0.3,0,34,41,27,330,340,17,23,1,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-17,4.92,,0.14,1,1.2,32,40,26,90,90,18.1,23,1,,,,,,1,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-18,5.37,,0,0,0,30,44,19,120,120,15,18.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-19,4.92,,0,0,0,33,54,20,110,110,15,18.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-20,2.01,,0,0,0,40,66,24,50,180,8.1,11,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-21,6.71,,0.06,0,0,49,58,35,280,290,23.9,29.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-22,5.59,,0.05,0,0,42,48,32,260,250,21,25.9,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-23,5.14,,0.01,0,0,39,51,31,250,240,23,27.1,1,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-24,10.51,,0.02,0,0,43,49,36,260,260,28,38.9,,,,1,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-25,4.03,,0,0,0,38,46,30,280,280,21,23.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-26,4.25,,0,0,0,38,51,29,160,140,14.1,18.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-27,2.68,,0.02,0,0,35,42,24,300,290,13,16.1,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-28,6.71,,0,0,0,37,49,26,340,320,23,31.1,,,,1,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-29,7.38,,0,0,0,40,54,30,80,80,21.9,25.9,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-30,4.92,,0,0,0,39,56,24,10,10,18.1,23,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-03-31,5.59,,0.01,0,0,48,59,33,360,30,18.1,23,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-04-01,1.57,,0,0,0,43,66,27,160,120,8.1,11,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-04-02,4.92,,0,0,0,49,71,32,280,260,23.9,30,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-04-03,4.7,,0,0,0,54,71,33,300,330,17,23,,,,,,,,
USW00024153,"MISSOULA INTERNATIONAL AIRPORT, MT US",2016-04-04,8.05,,0,0,0,47,56,31,270,270,29.1,36.9,,,,,,,,
